fg,fga,fg3,fg3a,ft,fta,orb,drb,ast,stl,blk,tov,pf,pts,finalpoints,wins,gp,oppfg,oppfga,oppfg3,oppfg3a,oppft,oppfta,opporb,oppdrb,oppast,oppstl,oppblk,opptov,opppf,opppts,oppfinalpoints,oppwins,oppgp
9,27,4,10,2,4,6,16,5,0,4,1,1,24,99,24,37,7,25,1,8,0,0,1,13,4,1,2,1,3,15,101,16,38
9,22,5,13,0,0,1,12,6,1,3,4,3,23,103,16,36,11,25,4,10,1,3,2,12,5,4,1,3,2,27,111,21,37
10,22,2,9,5,5,1,8,6,3,2,4,4,27,119,16,38,14,24,3,8,1,2,2,9,8,3,0,5,4,32,112,14,36
13,22,3,9,0,1,2,8,7,1,0,4,3,29,103,14,37,10,21,4,12,2,2,3,7,5,3,0,6,3,26,114,15,38
8,19,3,6,7,8,1,14,5,2,4,5,4,26,117,30,37,9,28,1,6,2,2,4,9,4,4,1,2,8,21,87,10,37
8,20,4,11,2,2,1,6,7,2,0,6,1,22,114,25,35,16,25,2,8,0,0,3,9,8,3,1,2,2,34,129,16,36
11,18,5,9,4,5,2,8,10,0,1,4,6,31,110,15,40,8,20,2,6,11,11,2,6,5,1,1,1,5,29,112,25,38
10,21,2,4,1,3,2,8,6,0,1,3,0,23,108,23,38,14,24,3,8,0,0,0,11,8,2,2,0,2,31,122,27,37
12,23,4,7,4,6,2,11,7,1,0,4,6,32,123,18,38,8,23,0,5,7,9,4,9,5,3,2,4,4,23,89,12,37
10,26,2,6,7,8,3,7,8,2,3,3,8,29,115,8,38,14,22,4,8,13,16,3,11,7,2,1,2,5,45,122,25,36
13,22,4,9,2,2,2,7,10,3,3,2,3,32,106,23,37,11,21,1,3,4,4,2,5,8,1,2,3,3,27,107,26,37
10,21,2,11,1,2,2,12,8,0,3,6,3,23,123,13,38,9,27,2,8,1,2,5,6,6,4,1,2,4,21,108,13,38
14,20,4,8,7,8,2,9,10,2,2,3,3,39,128,25,37,12,22,2,4,3,3,1,4,5,1,0,3,5,29,104,10,38
6,19,3,7,4,4,2,15,6,0,1,7,5,19,98,9,39,8,27,1,12,2,2,0,10,5,4,2,0,4,19,107,33,39
11,24,2,5,8,9,5,9,4,1,5,2,8,32,112,14,39,10,23,0,3,6,10,2,8,2,1,1,3,7,26,115,11,38
9,21,2,5,6,8,3,6,6,0,0,2,4,26,109,25,39,13,22,6,9,3,3,0,9,6,1,0,1,6,35,98,25,36
11,29,3,8,3,6,8,8,5,0,2,2,7,28,116,15,37,11,23,5,9,7,9,2,9,5,2,3,2,4,34,102,16,39
14,25,6,10,3,4,2,11,8,2,0,0,3,37,113,22,38,8,21,3,11,2,2,1,8,4,0,1,3,3,21,92,25,37
13,29,3,7,1,2,1,12,11,3,0,2,3,30,111,13,38,10,26,1,9,0,0,2,12,6,2,2,4,3,21,101,8,39
15,28,0,3,1,2,4,8,10,3,1,1,3,31,111,10,39,13,26,6,12,1,4,4,9,9,1,1,4,2,33,123,14,39
13,26,6,11,0,0,3,8,10,1,0,4,7,32,117,17,37,15,23,2,7,10,11,1,10,7,4,2,1,3,42,113,27,38
8,16,5,8,6,6,0,6,4,1,2,5,5,27,105,13,39,12,19,2,5,3,5,2,8,10,1,1,4,5,29,116,24,39
13,28,6,15,5,5,5,10,11,2,1,1,2,37,134,17,39,14,23,4,8,0,1,0,9,11,0,2,2,5,32,121,16,37
10,24,3,8,4,4,4,9,7,2,3,4,5,27,98,15,38,9,23,2,7,5,5,4,9,5,2,4,4,5,25,94,18,39
11,21,6,12,1,2,2,9,9,4,2,2,3,29,109,26,38,5,16,1,6,2,2,2,9,2,2,0,7,1,13,92,15,41
10,28,2,11,5,5,7,6,5,2,0,5,4,27,114,23,38,17,28,5,8,6,8,6,9,7,4,2,2,5,45,129,31,38
8,21,0,9,2,2,1,9,3,4,1,7,6,18,106,15,39,14,25,3,10,3,5,2,12,11,4,0,4,2,34,127,34,40
9,23,2,10,2,2,3,13,8,2,1,5,4,22,109,27,39,9,22,1,11,1,2,1,11,8,3,1,4,4,20,100,9,40
8,21,1,7,5,8,4,13,5,2,0,7,5,22,139,26,38,7,24,2,13,4,6,3,7,5,4,1,5,5,20,109,15,38
16,28,3,4,6,6,1,11,10,4,0,1,6,41,140,26,37,9,26,3,11,3,5,5,7,5,0,3,5,6,24,105,14,40
7,22,2,10,4,6,3,8,4,1,1,3,5,20,99,14,40,14,22,4,8,3,4,1,12,11,2,2,1,4,35,108,14,40
8,24,1,7,2,2,2,4,4,2,3,1,3,19,110,22,39,16,26,4,7,5,5,5,12,6,0,2,2,3,41,125,32,39
8,15,0,3,4,5,0,12,2,2,2,8,3,20,109,24,39,10,31,1,11,1,2,9,7,6,6,1,2,3,22,91,25,40
9,28,0,8,0,0,6,11,2,1,1,0,2,18,103,26,38,10,25,2,10,1,1,3,13,5,0,0,2,2,23,111,12,39
10,26,4,13,0,0,1,15,4,1,1,4,6,24,101,16,40,11,28,5,12,5,7,1,15,5,3,1,1,1,32,122,35,41
11,25,1,7,4,6,4,8,4,2,1,2,4,27,124,11,40,11,21,3,9,6,7,3,9,7,0,1,2,6,31,121,27,39
16,25,0,1,2,2,2,7,10,1,0,1,1,34,116,13,39,10,21,1,7,2,2,2,7,5,1,1,5,4,23,127,27,39
14,20,5,9,4,6,1,15,10,0,0,6,4,37,108,18,38,6,24,1,13,3,3,1,7,4,4,0,2,6,16,86,8,40
9,26,1,6,8,8,5,12,6,2,1,4,6,27,122,18,40,7,21,5,9,7,11,3,11,7,2,2,4,5,26,102,9,41
11,22,3,12,3,3,1,12,6,1,2,3,5,28,104,25,39,8,23,1,7,4,8,3,9,5,2,1,1,3,21,105,17,38
9,19,4,7,7,10,2,9,7,1,0,3,4,29,114,27,39,12,22,3,11,3,4,0,9,9,1,1,1,7,30,104,27,40
8,23,1,5,1,2,2,9,4,2,2,4,3,18,100,16,39,10,22,0,3,4,6,3,12,6,2,1,3,3,24,92,15,42
7,19,2,8,7,9,1,8,5,2,0,3,5,23,110,14,41,12,23,2,6,6,6,2,12,6,1,1,4,5,32,117,15,41
10,22,1,3,1,2,1,11,7,0,3,1,1,22,101,25,40,10,25,1,9,2,2,2,11,6,1,0,0,1,23,95,25,41
10,19,2,3,6,7,3,11,7,1,1,5,5,28,113,27,38,5,19,0,7,4,6,2,7,3,1,2,4,7,14,101,14,41
12,22,2,7,7,9,1,5,9,4,1,1,5,33,104,15,39,12,19,2,5,4,4,1,10,10,0,1,6,4,30,117,23,40
9,17,3,8,4,4,0,9,6,0,2,6,4,25,115,17,41,10,22,3,4,3,5,3,7,6,4,1,3,7,26,112,15,43
11,22,3,7,0,0,1,8,5,1,0,5,3,25,112,15,40,12,26,4,10,5,5,5,9,6,3,2,2,2,33,114,19,40
9,22,1,6,2,2,0,7,7,0,1,1,3,21,128,33,40,12,21,2,5,1,1,0,12,8,1,0,3,3,27,99,12,40
11,23,4,7,2,2,3,10,5,0,2,3,5,28,123,9,41,9,23,1,7,6,8,3,6,5,3,0,0,4,25,110,16,40
12,23,1,3,1,3,5,8,6,2,0,5,2,26,107,18,39,12,24,3,12,3,3,2,7,6,3,0,2,3,30,118,28,40
14,25,2,8,2,2,1,6,9,1,1,0,6,32,121,19,41,12,19,3,8,10,11,1,9,4,0,1,2,3,37,110,26,39
11,23,3,9,4,6,3,13,7,1,2,3,3,29,128,36,42,9,29,3,9,2,2,5,10,4,2,1,1,5,23,102,11,41
10,24,3,9,3,4,2,8,6,1,1,1,1,26,97,9,42,14,27,6,13,2,2,4,12,8,1,0,1,4,36,124,25,40
12,24,5,12,2,2,6,8,11,0,3,3,2,31,128,28,41,11,22,2,5,2,2,2,6,6,1,0,3,4,26,103,12,41
10,24,3,7,1,2,2,8,4,1,0,1,4,24,103,27,39,11,18,2,9,3,6,0,10,7,1,3,2,4,27,116,15,42
12,25,1,7,0,0,5,6,7,3,3,5,3,25,117,26,42,9,17,4,6,6,6,1,7,5,3,0,5,2,28,106,18,40
10,25,4,10,0,0,5,13,6,1,0,3,1,24,106,28,40,6,19,3,6,2,2,0,9,3,3,2,2,3,17,100,17,39
11,25,2,11,0,0,3,9,7,3,1,2,4,24,115,15,42,10,21,3,6,3,4,2,10,7,1,3,4,1,26,106,13,40
11,20,4,9,4,7,2,13,9,1,3,4,3,30,99,15,40,10,25,2,8,2,2,2,9,8,2,1,3,5,24,104,26,41
9,19,3,10,4,5,1,6,6,2,1,7,3,25,121,23,41,16,23,4,8,2,2,0,6,13,5,0,3,5,38,130,26,40
10,18,2,7,6,10,0,6,8,1,1,3,3,28,100,28,40,10,19,3,7,2,3,2,7,9,2,1,4,8,25,86,15,44
11,29,4,12,0,2,6,12,5,1,1,5,7,26,107,26,40,10,24,1,9,7,11,2,12,6,3,1,3,3,28,117,18,42
14,28,2,8,1,3,5,5,7,3,0,2,2,31,123,15,41,15,27,4,14,1,1,5,9,9,2,0,5,3,35,127,26,41
14,27,1,4,0,1,3,7,7,2,3,4,5,29,118,33,41,12,26,2,3,9,9,4,11,8,3,2,3,2,35,119,20,41
12,27,2,6,6,7,3,11,6,3,0,2,5,32,98,11,42,9,24,2,10,5,7,5,10,4,1,2,6,5,25,121,17,41
13,21,6,7,4,6,1,12,8,2,0,3,5,36,128,37,43,8,25,1,9,3,3,2,7,3,2,3,2,5,20,123,27,40
9,22,4,7,3,3,2,8,7,2,2,4,4,25,138,16,42,13,22,2,5,0,1,1,10,6,2,1,4,4,28,132,28,41
12,24,7,12,3,3,3,12,11,4,1,4,5,34,131,9,43,5,22,3,9,6,6,4,9,1,2,1,6,4,19,134,29,41
13,22,5,8,3,3,0,11,8,0,1,2,1,34,122,29,42,10,24,4,8,2,2,0,7,7,0,0,0,5,26,95,20,42
13,23,2,6,4,5,2,13,6,0,3,2,7,32,116,27,42,9,24,2,9,6,7,0,9,7,0,0,1,4,26,114,15,41
8,22,1,8,4,4,1,10,5,1,2,1,2,21,100,27,43,10,21,2,7,2,5,0,13,6,1,3,4,4,24,89,15,43
15,22,4,9,4,4,2,10,10,5,1,5,3,38,140,27,41,11,26,4,11,0,2,6,5,6,3,0,7,3,26,111,13,41
12,28,2,10,1,2,5,12,6,2,2,2,4,27,113,20,42,9,22,2,8,5,6,1,11,3,1,0,3,3,25,109,12,42
10,22,5,10,1,1,2,5,6,0,4,3,4,26,108,23,42,15,23,6,7,4,4,2,9,10,0,1,1,3,40,115,29,41
12,28,1,8,2,2,6,11,7,2,0,3,4,27,120,17,40,9,21,5,13,6,6,1,10,5,2,2,3,4,29,121,10,42
10,22,7,12,11,12,3,6,5,0,1,1,3,38,120,27,42,14,23,5,10,4,4,1,9,8,1,2,0,8,37,112,18,43
13,19,5,10,4,9,1,13,9,2,2,7,4,35,130,16,43,13,27,3,10,4,6,1,7,10,4,0,2,6,33,133,30,43
7,23,4,9,4,4,0,10,5,0,1,5,5,22,97,18,41,12,25,4,11,2,3,2,15,9,1,3,5,5,30,117,38,44
8,24,3,10,1,2,1,10,5,4,2,5,6,20,119,27,41,11,23,1,6,3,6,3,14,5,2,1,4,3,26,123,18,42
11,25,5,11,2,2,2,4,7,3,1,4,1,29,103,10,43,15,21,4,7,2,2,1,6,8,4,4,5,3,36,136,16,43
9,18,2,5,5,8,1,9,6,0,1,3,2,25,87,11,43,11,22,4,10,2,4,2,8,8,3,1,1,6,28,90,28,44
14,24,3,7,0,0,3,5,6,5,2,5,6,31,118,16,44,12,21,5,8,4,5,3,6,9,2,0,7,3,33,116,12,43
13,22,5,11,8,8,1,10,12,1,2,3,4,39,112,15,42,15,25,1,6,1,2,1,5,6,3,1,2,5,32,122,28,42
10,25,5,11,3,3,2,9,8,2,1,4,2,28,109,10,44,11,26,2,8,1,4,5,11,4,4,1,4,2,25,95,20,43
12,23,4,10,6,7,4,13,6,3,2,7,4,34,115,26,41,10,26,2,8,5,8,4,5,4,5,1,4,5,27,124,34,42
10,22,3,4,9,10,4,8,4,1,0,3,4,32,119,24,43,10,22,2,7,2,3,3,7,2,2,3,5,8,24,106,18,44
15,24,6,13,2,2,2,8,10,1,1,0,2,38,123,29,42,10,21,1,4,1,2,3,6,6,0,1,3,3,22,101,15,42
9,17,2,4,8,9,2,8,6,1,0,4,5,28,107,18,41,12,23,5,9,2,3,2,7,10,3,0,1,5,31,102,29,42
9,24,1,5,2,4,3,14,4,2,2,2,3,21,107,29,42,7,25,0,6,1,1,2,9,6,0,2,3,3,15,115,28,43
11,23,4,7,4,5,3,5,4,4,0,3,4,30,106,14,42,14,21,5,10,2,2,2,9,8,1,1,5,4,35,100,16,44
9,19,3,8,4,4,1,8,7,1,0,7,8,25,117,10,44,14,27,2,10,6,6,4,8,6,2,1,3,5,36,122,29,43
11,22,3,8,7,9,4,7,5,0,0,4,7,32,111,18,42,11,24,4,11,3,6,3,8,8,2,0,2,7,29,117,29,45
10,18,3,6,4,5,0,12,7,1,0,3,4,27,83,15,45,8,25,2,7,1,2,4,7,5,1,1,1,3,19,106,21,44
8,22,5,10,5,7,4,9,5,2,1,3,1,26,86,12,44,12,21,2,4,0,1,1,9,5,2,3,4,6,26,106,12,44
11,27,2,12,1,2,2,11,4,1,3,2,1,25,107,26,42,10,26,2,9,0,2,1,13,2,1,1,2,3,22,112,25,44
13,28,3,7,1,2,4,7,8,2,1,4,3,30,116,20,43,11,22,6,12,3,5,2,8,8,3,1,5,5,31,126,17,44
9,18,3,9,0,1,2,10,5,2,0,8,5,21,118,30,43,8,21,5,14,3,4,2,8,7,4,1,4,1,24,113,15,43
12,21,4,9,2,5,1,13,9,3,3,7,3,30,111,39,45,8,23,5,11,2,3,0,8,4,3,1,4,4,23,98,16,45
12,29,3,7,6,8,7,5,6,3,1,2,4,33,139,28,42,12,22,2,5,4,5,3,10,7,2,6,6,5,30,107,34,43
11,21,4,8,3,6,3,9,9,3,0,4,5,29,100,15,43,9,18,3,7,5,6,1,7,8,4,0,4,5,26,107,30,43
12,21,2,6,0,0,2,9,10,1,2,6,4,26,118,18,43,10,22,4,7,4,4,2,6,7,5,0,4,2,28,120,19,42
13,20,3,8,0,0,1,7,8,2,1,7,2,29,118,30,43,11,22,1,4,0,0,2,5,7,5,0,6,0,23,88,28,44
13,24,1,4,0,1,1,12,7,1,4,3,3,27,129,19,45,9,28,0,8,5,5,5,10,7,2,2,2,4,23,124,10,45
8,23,3,8,5,8,2,14,5,1,3,3,4,24,107,27,43,8,26,4,9,4,4,1,13,5,3,0,2,7,24,110,31,44
8,17,2,6,8,10,1,12,3,3,2,8,4,26,127,17,45,12,26,2,4,1,4,4,8,7,5,1,3,6,27,106,15,44
8,26,2,10,3,3,6,9,4,5,0,4,5,21,114,21,45,10,18,2,6,2,3,0,11,6,4,3,6,4,24,120,26,45
9,21,3,8,5,8,2,9,6,2,1,4,3,26,107,30,44,14,25,7,14,0,0,2,9,11,3,1,4,5,35,95,29,46
6,24,1,2,3,4,5,6,5,2,0,4,5,16,102,11,45,13,22,0,2,6,6,3,12,9,1,0,3,3,32,95,31,45
10,24,3,12,2,2,3,8,8,3,1,1,4,25,119,29,43,10,21,4,10,3,4,2,11,8,0,2,5,3,27,95,20,44
10,19,4,8,6,9,2,10,7,0,1,4,4,30,134,31,44,12,25,3,12,0,0,2,8,7,2,3,3,6,27,129,14,43
10,20,3,7,2,2,2,8,7,1,2,4,4,25,92,12,45,9,19,4,7,6,7,1,6,6,3,2,2,2,28,100,35,44
14,24,3,9,4,5,4,5,6,5,0,3,4,35,117,17,46,9,16,4,9,4,5,2,6,7,0,1,9,4,26,110,15,44
13,22,3,4,6,8,2,10,5,1,2,4,5,35,121,27,43,11,25,4,10,2,3,2,8,7,3,2,3,4,28,105,30,44
10,21,0,3,4,4,2,9,4,0,0,3,3,24,87,18,44,14,25,2,5,0,1,2,8,7,2,2,1,4,30,112,29,45
7,22,0,8,10,11,2,10,5,2,0,4,6,24,117,17,45,11,23,3,7,6,6,1,12,6,0,1,2,6,31,121,20,43
7,23,1,6,2,2,3,8,5,0,0,0,4,17,96,10,46,13,21,3,7,2,6,3,13,8,0,1,1,2,31,129,31,44
10,28,2,10,2,2,2,7,4,4,1,1,3,24,112,12,45,11,22,4,9,3,4,2,11,6,0,0,5,3,29,124,15,44
13,24,3,9,6,9,3,8,9,4,1,3,4,35,113,18,43,14,24,4,8,6,8,4,9,5,2,1,4,6,38,128,36,45
14,21,6,9,3,4,1,6,6,1,0,4,1,37,125,19,46,17,27,10,16,1,2,3,6,8,3,0,1,4,45,133,28,44
11,27,5,11,4,5,3,10,7,3,1,2,4,31,103,15,46,10,20,3,10,1,2,1,11,5,1,4,6,5,24,116,40,46
8,24,1,4,6,8,6,7,3,2,0,4,5,23,112,17,46,13,23,3,7,6,6,3,11,10,3,2,3,6,35,125,21,45
11,27,3,9,5,7,7,12,6,2,0,2,1,30,98,21,46,10,24,3,10,1,1,2,7,6,2,2,2,4,24,109,30,44
12,26,4,11,0,0,6,13,6,1,3,3,3,28,112,12,46,8,24,2,9,2,2,2,7,5,3,2,1,2,20,118,31,45
7,19,2,8,5,6,1,8,6,2,2,4,6,21,81,17,47,12,23,2,6,3,3,1,10,8,0,2,2,5,29,98,16,45
12,28,4,12,2,4,2,12,6,2,0,0,6,30,117,31,45,8,22,1,5,5,8,2,11,6,0,0,3,2,22,122,32,46
10,24,3,8,3,3,4,12,7,1,2,8,5,26,124,15,45,15,28,4,8,2,3,1,7,9,6,2,1,4,36,131,28,44
10,19,3,6,5,8,1,6,9,2,1,4,4,28,106,17,46,13,26,4,8,7,7,7,7,8,3,2,2,5,37,113,31,45
12,23,3,7,6,6,1,9,7,2,4,4,4,33,140,27,46,13,23,2,7,2,2,1,9,7,0,1,3,4,30,111,11,46
10,20,2,4,6,7,2,9,6,2,1,1,4,28,99,20,44,8,20,2,8,4,5,3,7,4,0,1,3,7,22,103,19,45
10,18,5,9,5,7,0,8,7,1,2,5,5,30,118,10,47,13,24,3,6,6,6,3,7,9,4,0,1,6,35,129,30,46
8,19,4,12,5,6,1,9,4,0,1,3,5,25,112,32,45,14,25,6,11,2,3,2,9,7,3,2,0,6,36,107,28,45
9,27,2,9,5,6,5,12,4,0,1,2,2,25,111,17,47,10,24,5,13,1,2,2,12,4,1,4,2,3,26,121,19,44
13,27,3,6,2,3,5,10,6,1,0,1,3,31,106,12,46,10,23,3,10,2,2,2,8,5,1,0,2,5,25,118,18,48
8,22,3,13,3,4,1,9,6,2,0,5,6,22,104,15,46,8,20,4,9,8,8,2,10,5,3,3,3,4,28,113,28,47
14,21,6,11,1,2,2,5,8,6,0,6,5,35,108,30,47,10,17,1,4,4,5,1,5,4,2,0,9,4,25,91,36,46
10,27,3,9,4,4,4,8,4,2,0,3,7,27,117,32,46,12,21,5,11,7,11,3,11,6,2,3,3,4,36,110,28,45
7,18,2,9,5,5,1,8,4,0,1,4,3,21,106,20,45,13,25,9,18,2,2,2,9,11,4,0,0,6,37,110,32,46
13,27,2,10,3,3,3,9,10,1,1,1,7,31,152,12,47,10,22,2,6,11,11,3,10,4,0,1,2,4,33,133,15,45
13,23,0,4,4,4,3,13,10,2,2,6,4,30,114,22,46,7,23,1,4,3,4,0,5,5,3,1,4,5,18,109,19,46
12,25,5,10,3,4,4,13,8,3,1,4,5,32,123,18,47,7,24,1,9,5,5,3,8,4,1,1,4,5,20,108,30,45
14,22,1,3,1,3,1,10,3,1,2,2,2,30,110,13,47,11,24,6,14,0,0,1,7,8,1,0,2,2,28,97,19,45
9,22,1,4,9,15,3,8,7,3,1,0,4,28,97,21,47,9,21,4,11,4,5,4,12,4,0,1,4,8,26,112,33,47
12,22,4,7,8,10,2,11,6,0,1,4,4,36,139,20,47,12,24,0,4,3,3,0,7,7,2,1,0,6,27,129,30,47
10,27,2,10,1,1,3,10,5,4,1,4,4,23,100,17,48,10,23,2,6,2,2,2,11,4,3,2,6,4,24,115,13,47
12,20,4,7,3,3,0,10,8,1,2,1,2,31,113,32,46,8,19,4,7,1,2,0,6,8,1,1,2,3,21,92,21,48
9,23,2,9,1,2,2,6,8,3,0,1,4,21,110,19,49,10,19,4,8,4,4,2,13,6,0,2,4,2,28,109,20,46
14,25,8,13,1,2,3,8,11,2,1,1,2,37,129,15,47,10,20,3,8,1,2,2,5,7,0,2,2,4,24,133,17,46
7,23,2,7,6,6,4,14,4,0,0,1,4,22,97,28,48,9,25,5,15,2,3,2,11,5,0,1,1,4,25,107,29,46
8,19,2,10,2,4,1,9,4,1,1,4,6,20,117,32,46,10,21,3,8,5,9,2,10,3,2,0,3,6,28,126,29,46
6,27,2,13,1,2,6,8,3,2,0,2,3,15,97,16,47,11,21,1,7,3,3,1,14,3,0,1,2,3,26,92,13,48
10,20,1,7,5,5,0,7,4,1,1,3,1,26,115,31,48,11,22,3,7,2,2,3,9,8,1,1,4,5,27,104,10,48
13,25,4,9,4,4,6,6,7,1,0,2,4,34,111,13,48,15,26,7,12,3,3,1,5,8,2,2,2,3,40,125,19,48
13,25,4,13,3,5,2,13,6,1,6,2,4,33,130,33,47,10,25,2,12,1,1,2,11,7,1,0,4,6,23,114,12,48
14,23,3,6,0,0,1,12,11,4,5,4,4,31,104,23,47,5,20,4,11,4,4,1,8,3,4,1,5,3,18,96,32,47
8,21,2,7,10,10,1,7,2,1,0,3,4,28,101,32,47,14,22,6,11,2,4,1,10,9,3,2,3,6,36,109,31,46
14,22,8,11,6,6,2,14,9,0,2,5,8,42,151,41,47,7,22,4,8,10,12,0,5,6,1,0,1,5,28,131,15,46
7,23,1,11,4,5,5,6,1,3,0,6,4,19,104,29,47,13,21,0,4,6,8,2,9,9,5,1,3,4,32,133,20,47
11,23,0,6,3,4,5,6,4,2,1,1,1,25,115,31,48,12,19,0,3,0,0,0,7,6,0,0,3,2,24,106,19,50
12,22,5,11,3,4,2,10,8,1,2,3,5,32,125,20,46,10,24,2,5,8,8,3,9,6,2,1,2,4,30,115,17,49
13,24,4,8,2,4,2,7,10,4,2,3,4,32,106,13,49,14,24,3,8,1,1,1,8,6,1,0,4,3,32,127,24,48
15,22,2,5,5,5,0,9,9,0,0,1,7,37,127,21,47,9,20,5,10,6,12,2,7,4,1,0,2,3,29,120,32,47
11,23,3,8,5,5,2,7,3,1,2,5,2,30,125,21,48,15,25,6,12,0,2,3,9,8,1,2,3,6,36,112,29,47
6,21,1,9,3,4,1,7,3,2,0,2,6,16,100,17,47,9,22,2,8,3,4,4,11,6,1,2,4,3,23,120,29,49
10,21,4,12,2,2,1,12,7,1,1,5,5,26,109,13,49,11,22,3,8,6,9,0,7,6,3,0,1,3,31,115,34,48
6,20,3,10,11,12,5,9,4,0,1,3,4,26,121,16,47,15,28,2,4,1,3,5,8,10,3,1,0,7,33,107,16,48
14,22,4,7,7,8,0,8,11,2,1,2,4,39,127,13,49,12,23,1,4,6,9,3,9,5,2,1,4,5,31,117,31,49
9,20,2,7,9,10,4,9,6,3,1,5,5,29,119,32,47,7,20,3,11,5,6,2,8,4,3,1,7,6,22,104,10,49
10,18,1,3,0,0,1,6,7,4,0,5,5,21,106,33,48,8,14,4,7,3,6,2,5,6,2,2,7,2,23,100,32,48
13,29,3,5,4,4,4,8,9,1,0,1,5,33,103,33,48,9,22,6,9,4,6,4,9,7,1,4,2,4,28,124,18,48
6,21,4,13,4,5,2,6,5,3,3,3,2,20,92,17,50,13,19,3,7,1,2,1,12,6,2,1,4,4,30,105,35,49
14,24,4,10,3,3,1,9,8,3,2,3,5,35,133,21,47,9,21,2,8,3,4,3,7,6,0,2,5,4,23,118,19,51
12,27,8,14,3,3,3,11,7,1,1,1,4,35,128,30,48,9,23,4,12,6,8,0,10,6,1,3,1,3,28,121,29,48
15,27,1,7,0,0,6,11,9,5,1,7,5,31,139,20,49,9,22,2,9,2,5,1,5,2,2,1,5,2,22,111,24,49
16,29,6,15,5,8,2,11,10,2,2,0,4,43,115,41,48,12,27,8,14,3,3,1,13,10,0,2,2,5,35,127,34,49
11,19,2,4,3,4,0,9,6,1,1,3,4,27,107,20,48,11,29,2,10,1,2,6,7,7,3,1,2,4,25,111,30,50
15,25,1,5,5,8,4,11,12,1,4,4,5,36,119,36,47,14,27,5,10,5,5,1,9,8,3,2,1,6,38,127,22,49
12,22,3,8,13,14,2,11,3,1,1,2,8,40,118,34,49,10,24,1,11,11,14,2,8,6,2,0,1,7,32,106,15,48
5,23,0,5,1,4,3,7,3,2,0,3,6,11,85,31,49,9,20,2,6,4,6,4,15,5,2,0,6,6,24,92,14,50
9,20,5,11,2,3,1,5,5,3,1,3,4,25,89,21,49,11,18,4,7,2,2,1,10,7,1,0,5,4,28,102,33,48
12,29,6,12,2,2,4,10,8,3,1,2,6,32,112,13,50,11,23,4,9,5,6,3,11,8,0,3,3,4,31,131,11,50
11,27,3,10,2,3,5,6,4,3,2,2,4,27,113,17,48,14,23,7,11,1,2,0,11,10,1,3,4,5,36,107,21,48
11,18,3,6,7,9,0,8,6,5,0,2,5,32,116,33,48,6,18,0,4,7,8,3,8,1,1,0,7,4,19,95,31,50
12,26,5,11,7,8,4,11,7,0,3,1,2,36,123,30,49,11,25,4,9,0,2,2,10,5,1,2,2,5,26,100,13,50
13,24,3,7,1,1,0,6,9,2,0,0,3,30,114,22,48,11,19,3,7,3,4,2,8,9,0,3,4,2,28,90,16,49
7,21,4,12,4,4,3,5,6,1,1,5,5,22,113,18,49,16,24,7,11,5,5,2,8,13,3,1,1,3,44,129,37,48
14,23,1,4,4,4,1,8,6,1,1,2,4,33,124,23,50,11,23,5,10,7,7,2,7,5,2,0,2,3,34,107,32,49
11,22,4,8,4,6,0,4,8,0,0,1,5,30,128,18,51,18,25,3,6,5,7,3,11,12,0,0,0,5,44,123,34,50
11,28,4,14,4,4,2,5,7,6,1,1,3,30,117,31,49,11,20,4,8,2,2,3,14,5,0,0,10,3,28,109,20,50
11,25,3,9,5,6,5,12,7,0,3,3,6,30,129,42,49,11,29,2,6,2,4,7,8,6,2,0,1,5,26,108,20,49
12,22,5,11,3,3,2,10,7,1,0,7,2,32,129,36,50,11,24,4,12,3,3,1,7,7,5,0,5,3,29,102,19,52
10,21,2,8,2,2,4,10,5,1,1,7,3,24,100,16,50,10,21,2,8,3,5,1,5,9,4,0,1,3,25,112,22,50
14,23,4,10,5,5,1,7,8,0,0,3,3,37,134,13,51,14,23,3,5,2,4,0,8,10,3,1,3,4,33,139,15,51
10,23,2,8,0,0,1,7,7,2,1,0,4,22,103,31,50,10,21,5,12,0,0,1,11,6,0,0,3,2,25,112,31,50
15,23,2,5,4,4,0,9,11,1,0,2,10,36,117,17,49,11,20,7,9,11,15,1,6,10,1,1,2,5,40,125,12,51
13,21,5,10,3,3,0,9,6,1,2,4,4,34,115,13,51,12,25,3,8,1,2,3,7,4,2,1,2,4,28,123,34,49
12,21,3,6,8,8,0,8,8,0,3,4,5,35,119,22,49,14,27,2,6,1,2,3,7,8,1,1,2,7,31,97,20,50
12,23,3,7,3,3,1,9,7,1,0,1,2,30,137,34,49,11,22,2,7,2,2,1,10,5,1,1,2,2,26,106,31,51
16,24,1,4,3,4,2,10,9,0,4,2,4,36,96,25,50,14,31,3,7,1,2,5,6,9,2,0,0,4,32,82,18,52
11,24,4,9,3,5,3,10,9,1,2,4,4,29,113,19,50,8,25,2,11,2,3,4,9,6,3,4,4,5,20,109,15,49
10,22,7,13,2,2,2,9,9,0,0,3,4,29,108,35,50,14,23,5,9,6,6,0,10,8,1,1,0,5,39,105,22,49
12,26,6,14,3,3,3,12,8,3,4,5,3,33,108,20,51,11,25,2,9,2,2,1,10,8,4,1,4,1,26,120,43,50
8,22,3,12,3,5,2,7,4,2,1,3,7,22,125,32,50,11,25,4,12,8,10,7,13,5,2,0,3,3,34,110,16,51
